Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,Ward,Parish,Introduced,Terminated,Altitude,Country,Last Updated,Quality,LSOA Code
SW10 0SY,No,51.479732,-0.186953,526000,177200,TQ259771,"Parsons Green and Walham","Hammersmith and Fulham, unparished area",1990-02-01,1994-05-01,8,England,2019-11-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01001920
SW10 0UG,Yes,51.476605,-0.181878,526361,176861,TQ263768,"Sands End","Hammersmith and Fulham, unparished area",1991-01-01,,13,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001939
SW10 0UP,No,51.474251,-0.18141,526400,176600,TQ264765,"Sands End","Hammersmith and Fulham, unparished area",1991-01-01,1998-06-01,10,England,2019-11-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01001939
SW10 0UQ,Yes,51.476252,-0.181158,526412,176823,TQ264768,"Sands End","Hammersmith and Fulham, unparished area",1991-01-01,,13,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001939
SW10 0UR,No,51.474251,-0.18141,526400,176600,TQ264765,"Sands End","Hammersmith and Fulham, unparished area",1991-01-01,1998-06-01,10,England,2019-11-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01001939
SW10 0UU,Yes,51.476373,-0.180232,526476,176838,TQ264768,"Sands End","Hammersmith and Fulham, unparished area",1991-01-01,,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001939
SW10 0UX,Yes,51.475841,-0.180728,526443,176778,TQ264767,"Sands End","Hammersmith and Fulham, unparished area",1991-01-01,,11,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001939
SW10 0UY,Yes,51.47551,-0.180223,526479,176742,TQ264767,"Sands End","Hammersmith and Fulham, unparished area",1991-01-01,,8,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001939
SW10 0UZ,No,51.475518,-0.180208,526480,176743,TQ264767,"Sands End","Hammersmith and Fulham, unparished area",2003-02-01,2003-03-01,8,England,2019-11-23,"Imputed by ONS by reference to surrounding postcode grid references",E01001939
SW10 0XA,Yes,51.47478,-0.180698,526448,176660,TQ264766,"Sands End","Hammersmith and Fulham, unparished area",1991-01-01,,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001939
SW10 0XB,Yes,51.474417,-0.181073,526423,176619,TQ264766,"Sands End","Hammersmith and Fulham, unparished area",1991-01-01,,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001939
SW10 0XD,Yes,51.474913,-0.181787,526372,176673,TQ263766,"Sands End","Hammersmith and Fulham, unparished area",1994-05-01,,12,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001939
SW10 0XE,Yes,51.476022,-0.183044,526282,176794,TQ262767,"Sands End","Hammersmith and Fulham, unparished area",1993-01-01,,12,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001939
SW10 0XF,Yes,51.476339,-0.182695,526305,176830,TQ263768,"Sands End","Hammersmith and Fulham, unparished area",1994-05-01,,12,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001939
SW10 0XG,Yes,51.475699,-0.182001,526355,176760,TQ263767,"Sands End","Hammersmith and Fulham, unparished area",1994-05-01,,14,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001939
SW10 0XJ,No,51.476284,-0.18264,526309,176824,TQ263768,"Sands End","Hammersmith and Fulham, unparished area",2002-07-01,2003-09-01,12,England,2019-11-23,"Imputed by ONS by reference to surrounding postcode grid references",E01001939
SW10 0XL,No,51.476284,-0.18264,526309,176824,TQ263768,"Sands End","Hammersmith and Fulham, unparished area",1991-01-01,2016-02-01,12,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001939
SW10 0XQ,No,51.476284,-0.18264,526309,176824,TQ263768,"Sands End","Hammersmith and Fulham, unparished area",2003-07-01,2006-07-01,12,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001939
SW10 0XR,No,51.476284,-0.18264,526309,176824,TQ263768,"Sands End","Hammersmith and Fulham, unparished area",2004-03-01,2005-07-01,12,England,2019-11-23,"Imputed by ONS by reference to surrounding postcode grid references",E01001939
SW10 0XS,No,51.476064,-0.182951,526288,176799,TQ262767,"Sands End","Hammersmith and Fulham, unparished area",1999-06-01,2002-10-01,12,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001939
SW10 0XU,No,51.476071,-0.182778,526300,176800,TQ263767,"Sands End","Hammersmith and Fulham, unparished area",1993-01-01,1998-12-01,12,England,2019-11-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01001939
SW10 0YJ,No,51.476071,-0.182778,526300,176800,TQ263767,"Sands End","Hammersmith and Fulham, unparished area",1995-01-01,1995-12-01,12,England,2019-11-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01001939
SW10 0YS,No,51.476071,-0.182778,526300,176800,TQ263767,"Sands End","Hammersmith and Fulham, unparished area",1995-01-01,1995-12-01,12,England,2019-11-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01001939
SW10 0ZA,No,51.476071,-0.182778,526300,176800,TQ263767,"Sands End","Hammersmith and Fulham, unparished area",1995-07-01,1996-06-01,12,England,2019-11-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01001939
SW10 0ZD,No,51.476071,-0.182778,526300,176800,TQ263767,"Sands End","Hammersmith and Fulham, unparished area",1995-07-01,1996-12-01,12,England,2019-11-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01001939
SW10 0ZJ,No,51.476071,-0.182778,526300,176800,TQ263767,"Sands End","Hammersmith and Fulham, unparished area",1995-12-01,1996-06-01,12,England,2019-11-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01001939
SW18 4SB,No,51.469163,-0.189676,525840,176020,TQ258760,"Sands End","Hammersmith and Fulham, unparished area",1980-01-01,1991-12-01,6,England,2019-11-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01001935
SW1P 3BG,No,51.498366,-0.229435,523000,179200,TQ230791,"Hammersmith Broadway","Hammersmith and Fulham, unparished area",1987-10-01,1991-12-01,9,England,2019-11-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01001897
SW6 1AA,Yes,51.480043,-0.196508,525336,177218,TQ253772,"Town","Hammersmith and Fulham, unparished area",1980-01-01,,7,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001953
SW6 1AB,Yes,51.480985,-0.198209,525215,177320,TQ252773,"Fulham Broadway","Hammersmith and Fulham, unparished area",2001-12-01,,7,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001881
SW6 1AD,No,51.480764,-0.195553,525400,177300,TQ254772,"Fulham Broadway","Hammersmith and Fulham, unparished area",1991-01-01,1991-12-01,5,England,2019-11-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01001880
SW6 1AE,Yes,51.480258,-0.195962,525373,177243,TQ253772,"Fulham Broadway","Hammersmith and Fulham, unparished area",1980-01-01,,6,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001880
SW6 1AF,Yes,51.480405,-0.193839,525520,177263,TQ255772,"Parsons Green and Walham","Hammersmith and Fulham, unparished area",2004-01-01,,7,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001920
SW6 1AG,Yes,51.48036,-0.196159,525359,177254,TQ253772,"Fulham Broadway","Hammersmith and Fulham, unparished area",1980-01-01,,6,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001880
SW6 1AH,Yes,51.480482,-0.196995,525301,177266,TQ253772,"Fulham Broadway","Hammersmith and Fulham, unparished area",1980-01-01,,7,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001880
SW6 1AJ,Yes,51.481498,-0.195884,525375,177381,TQ253773,"Fulham Broadway","Hammersmith and Fulham, unparished area",2004-04-01,,5,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001880
SW6 1AL,Yes,51.481244,-0.196369,525342,177352,TQ253773,"Fulham Broadway","Hammersmith and Fulham, unparished area",1980-01-01,,5,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001880
SW6 1AN,Yes,51.481295,-0.194999,525437,177360,TQ254773,"Fulham Broadway","Hammersmith and Fulham, unparished area",1980-01-01,,4,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001880
SW6 1AP,Yes,51.481602,-0.195664,525390,177393,TQ253773,"Fulham Broadway","Hammersmith and Fulham, unparished area",1980-01-01,,5,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001880
SW6 1AQ,No,51.480456,-0.196559,525331,177264,TQ253772,"Fulham Broadway","Hammersmith and Fulham, unparished area",2011-09-01,2011-10-01,6,England,2019-11-23,"Imputed by ONS by reference to surrounding postcode grid references",E01001880
SW6 1AR,No,51.482311,-0.195578,525394,177472,TQ253774,"Fulham Broadway","Hammersmith and Fulham, unparished area",1980-01-01,2006-10-01,6,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001880
SW6 1AS,Yes,51.481539,-0.196804,525311,177384,TQ253773,"Fulham Broadway","Hammersmith and Fulham, unparished area",1994-05-01,,6,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001880
SW6 1AT,Yes,51.480587,-0.195733,525388,177280,TQ253772,"Fulham Broadway","Hammersmith and Fulham, unparished area",1980-01-01,,6,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001880
SW6 1AU,No,51.481685,-0.196957,525300,177400,TQ252773,"Fulham Broadway","Hammersmith and Fulham, unparished area",1980-01-01,1997-07-01,6,England,2019-11-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01001880
SW6 1AW,Yes,51.481801,-0.195109,525428,177416,TQ254774,"Fulham Broadway","Hammersmith and Fulham, unparished area",1980-01-01,,6,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001880
SW6 1AX,Yes,51.480932,-0.197678,525252,177315,TQ252773,"Fulham Broadway","Hammersmith and Fulham, unparished area",1980-01-01,,7,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001880
SW6 1AY,Yes,51.481606,-0.198227,525212,177389,TQ252773,"Fulham Broadway","Hammersmith and Fulham, unparished area",1980-01-01,,7,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001881
SW6 1AZ,Yes,51.481137,-0.197598,525257,177338,TQ252773,"Fulham Broadway","Hammersmith and Fulham, unparished area",1995-01-01,,6,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001880
SW6 1BA,Yes,51.482498,-0.193065,525568,177497,TQ255774,"Fulham Broadway","Hammersmith and Fulham, unparished area",2009-07-01,,7,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001880
SW6 1BB,No,51.481685,-0.196957,525300,177400,TQ252773,"Fulham Broadway","Hammersmith and Fulham, unparished area",1986-07-01,1995-07-01,6,England,2019-11-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01001880
SW6 1BD,No,51.480972,-0.197964,525232,177319,TQ252773,"Fulham Broadway","Hammersmith and Fulham, unparished area",1980-01-01,2003-06-01,7,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001881
SW6 1BE,Yes,51.480668,-0.197996,525231,177285,TQ252772,"Fulham Broadway","Hammersmith and Fulham, unparished area",1980-01-01,,7,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001880
SW6 1BF,Yes,51.47947,-0.19559,525401,177156,TQ254771,"Parsons Green and Walham","Hammersmith and Fulham, unparished area",2009-09-01,,8,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001920
SW6 1BG,Yes,51.480736,-0.19312,525569,177301,TQ255773,"Parsons Green and Walham","Hammersmith and Fulham, unparished area",1980-01-01,,7,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001920
SW6 1BH,Yes,51.480576,-0.198484,525197,177274,TQ251772,"Town","Hammersmith and Fulham, unparished area",1980-01-01,,7,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001953
SW6 1BJ,Yes,51.479974,-0.196727,525321,177210,TQ253772,"Town","Hammersmith and Fulham, unparished area",1993-01-01,,7,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001953
SW6 1BL,No,51.481685,-0.196957,525300,177400,TQ252773,"Fulham Broadway","Hammersmith and Fulham, unparished area",1993-08-01,1995-01-01,6,England,2019-11-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01001880
SW6 1BN,Yes,51.481179,-0.197366,525273,177343,TQ252773,"Fulham Broadway","Hammersmith and Fulham, unparished area",2011-03-01,,6,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001880
SW6 1BP,No,51.481685,-0.196957,525300,177400,TQ252773,"Fulham Broadway","Hammersmith and Fulham, unparished area",1993-08-01,1995-01-01,6,England,2019-11-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01001880
SW6 1BQ,Yes,51.482707,-0.194987,525434,177517,TQ254775,"Fulham Broadway","Hammersmith and Fulham, unparished area",2015-04-01,,7,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001883
SW6 1BS,Yes,51.480639,-0.196177,525357,177285,TQ253772,"Fulham Broadway","Hammersmith and Fulham, unparished area",1980-01-01,,6,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001880
SW6 1BT,Yes,51.481122,-0.196576,525328,177338,TQ253773,"Fulham Broadway","Hammersmith and Fulham, unparished area",1980-01-01,,5,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001880
