Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,County,District,Ward,District Code,Ward Code,Country,County Code,Constituency,Introduced,Terminated,Parish,National Park,Population,Households,Built up area,Built up sub-division,Lower layer super output area,Rural/urban,Region,Altitude,London zone,LSOA Code,Local authority,MSOA Code,Middle layer super output area,Parish Code,Census output area,Constituency Code,Index of Multiple Deprivation,Quality,User Type,Last updated,Nearest station,Distance to station,Postcode area,Postcode district,Police force,Water company,Plus Code
SW3 1EJ,No,51.499168,-0.16457,527500,179400,TQ275794,"Greater London","Kensington and Chelsea","Brompton & Hans Town",E09000020,E05009389,England,E11000009,"Kensington",1980-01-01,1981-12-01,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 012B","Urban major conurbation",London,21,1,E01002819,,E02000588,"Kensington and Chelsea 012",E43000210,E00014089,E14000768,21458,8,1,2019-11-23,"Knightsbridge",0.363371,SW,SW3,"Metropolitan Police","",9C3XFRXP+M5
SW3 1EL,No,51.499168,-0.16457,527500,179400,TQ275794,"Greater London","Kensington and Chelsea","Brompton & Hans Town",E09000020,E05009389,England,E11000009,"Kensington",1980-01-01,1981-12-01,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 012B","Urban major conurbation",London,21,1,E01002819,,E02000588,"Kensington and Chelsea 012",E43000210,E00014089,E14000768,21458,8,1,2019-11-23,"Knightsbridge",0.363371,SW,SW3,"Metropolitan Police","",9C3XFRXP+M5
SW3 1EN,No,51.488258,-0.168466,527260,178180,TQ272781,"Greater London","Kensington and Chelsea","Stanley",E09000020,E05009405,England,E11000009,"Chelsea and Fulham",2001-06-01,2002-05-01,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 019E","Urban major conurbation",London,13,1,E01002914,,E02000595,"Kensington and Chelsea 019",E43000210,E00014653,E14000629,24363,1,1,2019-11-23,"South Kensington",0.748225,SW,SW3,"Metropolitan Police","",9C3XFRQJ+8J
SW3 1EQ,No,51.499168,-0.16457,527500,179400,TQ275794,"Greater London","Kensington and Chelsea","Brompton & Hans Town",E09000020,E05009389,England,E11000009,"Kensington",1980-01-01,1982-12-01,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 012B","Urban major conurbation",London,21,1,E01002819,,E02000588,"Kensington and Chelsea 012",E43000210,E00014089,E14000768,21458,8,1,2019-11-23,"Knightsbridge",0.363371,SW,SW3,"Metropolitan Police","",9C3XFRXP+M5
SW3 1ER,Yes,51.499774,-0.164215,527523,179468,TQ275794,"Greater London","Westminster","Knightsbridge and Belgravia",E09000033,E05000637,England,E11000009,"Cities of London and Westminster",1980-01-01,,"Westminster, unparished area","",1,1,"Greater London","City of Westminster","Westminster 019C","Urban major conurbation",London,22,1,E01004689,,E02000978,"Westminster 019",E43000236,E00175206,E14000639,14816,1,0,2019-11-23,"Knightsbridge",0.301958,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRXP+W8
SW3 1ES,Yes,51.499879,-0.164066,527533,179480,TQ275794,"Greater London","Westminster","Knightsbridge and Belgravia",E09000033,E05000637,England,E11000009,"Cities of London and Westminster",1980-01-01,,"Westminster, unparished area","",40,28,"Greater London","City of Westminster","Westminster 019C","Urban major conurbation",London,22,1,E01004689,,E02000978,"Westminster 019",E43000236,E00175206,E14000639,14816,1,0,2019-11-23,"Knightsbridge",0.286809,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRXP+X9
SW3 1ET,Yes,51.499879,-0.164066,527533,179480,TQ275794,"Greater London","Westminster","Knightsbridge and Belgravia",E09000033,E05000637,England,E11000009,"Cities of London and Westminster",1980-01-01,,"Westminster, unparished area","",58,34,"Greater London","City of Westminster","Westminster 019C","Urban major conurbation",London,22,1,E01004689,,E02000978,"Westminster 019",E43000236,E00175206,E14000639,14816,1,0,2019-11-23,"Knightsbridge",0.286809,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRXP+X9
SW3 1EU,No,51.499168,-0.16457,527500,179400,TQ275794,"Greater London","Kensington and Chelsea","Brompton & Hans Town",E09000020,E05009389,England,E11000009,"Kensington",1980-01-01,1996-12-01,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 012B","Urban major conurbation",London,21,1,E01002819,,E02000588,"Kensington and Chelsea 012",E43000210,E00014089,E14000768,21458,8,1,2019-11-23,"Knightsbridge",0.363371,SW,SW3,"Metropolitan Police","",9C3XFRXP+M5
SW3 1EW,No,51.499168,-0.16457,527500,179400,TQ275794,"Greater London","Kensington and Chelsea","Brompton & Hans Town",E09000020,E05009389,England,E11000009,"Kensington",1980-01-01,1990-12-01,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 012B","Urban major conurbation",London,21,1,E01002819,,E02000588,"Kensington and Chelsea 012",E43000210,E00014089,E14000768,21458,8,1,2019-11-23,"Knightsbridge",0.363371,SW,SW3,"Metropolitan Police","",9C3XFRXP+M5
SW3 1EX,No,51.49865,-0.164836,527483,179342,TQ274793,"Greater London","Kensington and Chelsea","Brompton & Hans Town",E09000020,E05009389,England,E11000009,"Kensington",2003-06-01,2015-12-01,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 012B","Urban major conurbation",London,19,1,E01002819,,E02000588,"Kensington and Chelsea 012",E43000210,E00014089,E14000768,21458,1,1,2019-11-23,"Knightsbridge",0.416663,SW,SW3,"Metropolitan Police","",9C3XFRXP+F3
SW3 1EY,No,51.500066,-0.164534,527500,179500,TQ275794,"Greater London","Westminster","Knightsbridge and Belgravia",E09000033,E05000637,England,E11000009,"Cities of London and Westminster",1980-01-01,1995-07-01,"Westminster, unparished area","",,,"Greater London","City of Westminster","Westminster 019C","Urban major conurbation",London,21,1,E01004689,,E02000978,"Westminster 019",E43000236,E00023681,E14000639,14816,8,1,2019-11-23,"Knightsbridge",0.303574,SW,SW3,"Metropolitan Police","",9C3XGR2P+25
SW3 1EZ,No,51.499168,-0.16457,527500,179400,TQ275794,"Greater London","Kensington and Chelsea","Brompton & Hans Town",E09000020,E05009389,England,E11000009,"Kensington",1980-01-01,1981-12-01,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 012B","Urban major conurbation",London,21,1,E01002819,,E02000588,"Kensington and Chelsea 012",E43000210,E00014089,E14000768,21458,8,1,2019-11-23,"Knightsbridge",0.363371,SW,SW3,"Metropolitan Police","",9C3XFRXP+M5
SW3 1FB,No,51.488258,-0.168466,527260,178180,TQ272781,"Greater London","Kensington and Chelsea","Stanley",E09000020,E05009405,England,E11000009,"Chelsea and Fulham",2001-06-01,2006-07-01,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 019E","Urban major conurbation",London,13,1,E01002914,,E02000595,"Kensington and Chelsea 019",E43000210,E00014653,E14000629,24363,1,1,2019-11-23,"South Kensington",0.748225,SW,SW3,"Metropolitan Police","",9C3XFRQJ+8J
SW3 1HA,No,51.500392,-0.163498,527571,179538,TQ275795,"Greater London","Westminster","Knightsbridge and Belgravia",E09000033,E05000637,England,E11000009,"Cities of London and Westminster",1980-01-01,2005-01-01,"Westminster, unparished area","",,,"Greater London","City of Westminster","Westminster 019C","Urban major conurbation",London,23,1,E01004689,,E02000978,"Westminster 019",E43000236,E00175206,E14000639,14816,1,0,2019-11-23,"Knightsbridge",0.223304,SW,SW3,"Metropolitan Police","",9C3XGR2P+5J
SW3 1HB,No,51.499168,-0.16457,527500,179400,TQ275794,"Greater London","Kensington and Chelsea","Brompton & Hans Town",E09000020,E05009389,England,E11000009,"Kensington",1980-01-01,1982-12-01,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 012B","Urban major conurbation",London,21,1,E01002819,,E02000588,"Kensington and Chelsea 012",E43000210,E00014089,E14000768,21458,8,1,2019-11-23,"Knightsbridge",0.363371,SW,SW3,"Metropolitan Police","",9C3XFRXP+M5
SW3 1HD,No,51.498683,-0.164042,527538,179347,TQ275793,"Greater London","Kensington and Chelsea","Brompton & Hans Town",E09000020,E05009389,England,E11000009,"Kensington",1994-12-01,1997-12-01,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 012B","Urban major conurbation",London,21,1,E01002819,,E02000588,"Kensington and Chelsea 012",E43000210,E00014089,E14000768,21458,6,1,2019-11-23,"Knightsbridge",0.377804,SW,SW3,"Metropolitan Police","",9C3XFRXP+F9
SW3 1HE,No,51.499168,-0.16457,527500,179400,TQ275794,"Greater London","Kensington and Chelsea","Brompton & Hans Town",E09000020,E05009389,England,E11000009,"Kensington",1980-01-01,1981-12-01,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 012B","Urban major conurbation",London,21,1,E01002819,,E02000588,"Kensington and Chelsea 012",E43000210,E00014089,E14000768,21458,8,1,2019-11-23,"Knightsbridge",0.363371,SW,SW3,"Metropolitan Police","",9C3XFRXP+M5
SW3 1HF,No,51.498002,-0.167628,527291,179265,TQ272792,"Greater London","Kensington and Chelsea","Brompton & Hans Town",E09000020,E05009389,England,E11000009,"Kensington",1995-07-01,1999-12-01,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 012B","Urban major conurbation",London,17,1,E01002819,,E02000588,"Kensington and Chelsea 012",E43000210,E00014090,E14000768,21458,1,1,2019-11-23,"Knightsbridge",0.608969,SW,SW3,"Metropolitan Police","",9C3XFRXJ+6W
SW3 1HG,No,51.497438,-0.168962,527200,179200,TQ272791,"Greater London","Kensington and Chelsea","Brompton & Hans Town",E09000020,E05009389,England,E11000009,"Kensington",1980-01-01,1990-12-01,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 012B","Urban major conurbation",London,17,1,E01002819,,E02000588,"Kensington and Chelsea 012",E43000210,E00014093,E14000768,21458,8,0,2019-11-23,"South Kensington",0.507682,SW,SW3,"Metropolitan Police","",9C3XFRWJ+XC
SW3 1HH,No,51.497415,-0.167522,527300,179200,TQ273791,"Greater London","Kensington and Chelsea","Brompton & Hans Town",E09000020,E05009389,England,E11000009,"Kensington",1980-01-01,1996-06-01,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 012B","Urban major conurbation",London,17,1,E01002819,,E02000588,"Kensington and Chelsea 012",E43000210,E00014090,E14000768,21458,8,1,2019-11-23,"South Kensington",0.578048,SW,SW3,"Metropolitan Police","",9C3XFRWJ+XX
SW3 1HJ,No,51.497415,-0.167522,527300,179200,TQ273791,"Greater London","Kensington and Chelsea","Brompton & Hans Town",E09000020,E05009389,England,E11000009,"Kensington",1980-01-01,1981-12-01,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 012B","Urban major conurbation",London,17,1,E01002819,,E02000588,"Kensington and Chelsea 012",E43000210,E00014090,E14000768,21458,8,1,2019-11-23,"South Kensington",0.578048,SW,SW3,"Metropolitan Police","",9C3XFRWJ+XX
SW3 1HL,Yes,51.498002,-0.167628,527291,179265,TQ272792,"Greater London","Kensington and Chelsea","Brompton & Hans Town",E09000020,E05009389,England,E11000009,"Kensington",1990-02-01,,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 012B","Urban major conurbation",London,17,1,E01002819,,E02000588,"Kensington and Chelsea 012",E43000210,E00014090,E14000768,21458,1,1,2019-11-23,"Knightsbridge",0.608969,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRXJ+6W
SW3 1HN,No,51.497415,-0.167522,527300,179200,TQ273791,"Greater London","Kensington and Chelsea","Brompton & Hans Town",E09000020,E05009389,England,E11000009,"Kensington",1980-01-01,1981-12-01,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 012B","Urban major conurbation",London,17,1,E01002819,,E02000588,"Kensington and Chelsea 012",E43000210,E00014090,E14000768,21458,8,1,2019-11-23,"South Kensington",0.578048,SW,SW3,"Metropolitan Police","",9C3XFRWJ+XX
SW3 1HP,Yes,51.498067,-0.167194,527321,179273,TQ273792,"Greater London","Kensington and Chelsea","Brompton & Hans Town",E09000020,E05009389,England,E11000009,"Kensington",1980-01-01,,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 012B","Urban major conurbation",London,17,1,E01002819,,E02000588,"Kensington and Chelsea 012",E43000210,E00014090,E14000768,21458,1,1,2019-11-23,"Knightsbridge",0.58094,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRXM+64
SW3 1HQ,Yes,51.497956,-0.167573,527295,179260,TQ272792,"Greater London","Kensington and Chelsea","Brompton & Hans Town",E09000020,E05009389,England,E11000009,"Kensington",1980-01-01,,"Kensington and Chelsea, unparished area","",14,8,"Greater London","Kensington and Chelsea","Kensington and Chelsea 012B","Urban major conurbation",London,17,1,E01002819,,E02000588,"Kensington and Chelsea 012",E43000210,E00014090,E14000768,21458,1,0,2019-11-23,"Knightsbridge",0.60912,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRXJ+5X
SW3 1HR,No,51.497415,-0.167522,527300,179200,TQ273791,"Greater London","Kensington and Chelsea","Brompton & Hans Town",E09000020,E05009389,England,E11000009,"Kensington",1980-01-01,1981-12-01,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 012B","Urban major conurbation",London,17,1,E01002819,,E02000588,"Kensington and Chelsea 012",E43000210,E00014090,E14000768,21458,8,1,2019-11-23,"South Kensington",0.578048,SW,SW3,"Metropolitan Police","",9C3XFRWJ+XX
SW3 1HS,No,51.498366,-0.166764,527350,179307,TQ273793,"Greater London","Kensington and Chelsea","Brompton & Hans Town",E09000020,E05009389,England,E11000009,"Kensington",1980-01-01,1998-12-01,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 012B","Urban major conurbation",London,16,1,E01002819,,E02000588,"Kensington and Chelsea 012",E43000210,E00014090,E14000768,21458,1,1,2019-11-23,"Knightsbridge",0.536965,SW,SW3,"Metropolitan Police","",9C3XFRXM+87
SW3 1HT,No,51.497415,-0.167522,527300,179200,TQ273791,"Greater London","Kensington and Chelsea","Brompton & Hans Town",E09000020,E05009389,England,E11000009,"Kensington",1980-01-01,1981-12-01,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 012B","Urban major conurbation",London,17,1,E01002819,,E02000588,"Kensington and Chelsea 012",E43000210,E00014090,E14000768,21458,8,1,2019-11-23,"South Kensington",0.578048,SW,SW3,"Metropolitan Police","",9C3XFRWJ+XX
SW3 1HU,No,51.498314,-0.167486,527300,179300,TQ273792,"Greater London","Kensington and Chelsea","Brompton & Hans Town",E09000020,E05009389,England,E11000009,"Kensington",1981-09-01,1996-12-01,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 012B","Urban major conurbation",London,16,1,E01002819,,E02000588,"Kensington and Chelsea 012",E43000210,E00014090,E14000768,21458,8,1,2019-11-23,"Knightsbridge",0.580381,SW,SW3,"Metropolitan Police","",9C3XFRXM+82
SW3 1HW,Yes,51.498165,-0.167079,527329,179284,TQ273792,"Greater London","Kensington and Chelsea","Brompton & Hans Town",E09000020,E05009389,England,E11000009,"Kensington",1980-01-01,,"Kensington and Chelsea, unparished area","",2,1,"Greater London","Kensington and Chelsea","Kensington and Chelsea 012B","Urban major conurbation",London,16,1,E01002819,,E02000588,"Kensington and Chelsea 012",E43000210,E00014090,E14000768,21458,1,0,2019-11-23,"Knightsbridge",0.567917,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRXM+75
SW3 1HX,Yes,51.498489,-0.166504,527368,179321,TQ273793,"Greater London","Kensington and Chelsea","Brompton & Hans Town",E09000020,E05009389,England,E11000009,"Kensington",1980-01-01,,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 012B","Urban major conurbation",London,16,1,E01002819,,E02000588,"Kensington and Chelsea 012",E43000210,E00014088,E14000768,21458,1,0,2019-11-23,"Knightsbridge",0.514378,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRXM+99
SW3 1HY,Yes,51.498696,-0.166016,527401,179345,TQ274793,"Greater London","Kensington and Chelsea","Brompton & Hans Town",E09000020,E05009389,England,E11000009,"Kensington",1980-01-01,,"Kensington and Chelsea, unparished area","",6,5,"Greater London","Kensington and Chelsea","Kensington and Chelsea 012B","Urban major conurbation",London,16,1,E01002819,,E02000588,"Kensington and Chelsea 012",E43000210,E00014090,E14000768,21458,1,0,2019-11-23,"Knightsbridge",0.473636,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRXM+FH
SW3 1HZ,No,51.49871,-0.164085,527535,179350,TQ275793,"Greater London","Kensington and Chelsea","Brompton & Hans Town",E09000020,E05009389,England,E11000009,"Kensington",1991-01-01,2000-06-01,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 012B","Urban major conurbation",London,21,1,E01002819,,E02000588,"Kensington and Chelsea 012",E43000210,E00014089,E14000768,21458,6,1,2019-11-23,"Knightsbridge",0.377309,SW,SW3,"Metropolitan Police","",9C3XFRXP+F9
SW3 1JA,No,51.46324,-0.139336,529353,175449,TQ293754,"Greater London","Lambeth","Clapham Town",E09000022,E05000419,England,E11000009,"Vauxhall",2009-08-01,2012-12-01,"Lambeth, unparished area","",,,"Greater London","Lambeth","Lambeth 013C","Urban major conurbation",London,21,2,E01003039,,E02000630,"Lambeth 013",E43000212,E00015315,E14001008,21607,1,1,2019-11-23,"Clapham Common",0.174559,SW,SW3,"Metropolitan Police","",9C3XFV76+77
SW3 1JB,No,51.498292,-0.166046,527400,179300,TQ274793,"Greater London","Kensington and Chelsea","Brompton & Hans Town",E09000020,E05009389,England,E11000009,"Kensington",1980-01-01,1990-12-01,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 012B","Urban major conurbation",London,16,1,E01002819,,E02000588,"Kensington and Chelsea 012",E43000210,E00014088,E14000768,21458,8,1,2019-11-23,"Knightsbridge",0.504397,SW,SW3,"Metropolitan Police","",9C3XFRXM+8H
